alg,nTubes,tubeH,nColors,memMBMean,tmsMean
astar-nonadmissible,7,4,1,0.604409,0.529337
astar-nonadmissible,7,4,2,1.27018,1.22193
astar-nonadmissible,7,4,3,1.62683,1.44394
astar-nonadmissible,7,4,4,1.93759,2.29834
astar-nonadmissible,7,4,5,1.78789,2.35826
astar-nonadmissible,7,4,6,1.29021,2.14711
