alg,nTubes,tubeH,nColors,memMBMean,tmsMean
dfs-greedy-admissible,7,4,1,0.132,0.0447812
dfs-greedy-admissible,7,4,2,0.264,0.128132
dfs-greedy-admissible,7,4,3,0.264,0.175668
dfs-greedy-admissible,7,4,4,0.264,0.244796
dfs-greedy-admissible,7,4,5,0.264,0.19635
dfs-greedy-admissible,7,4,6,0.435854,0.324506
