alg,nTubes,tubeH,nColors,memMBMean,tmsMean
bfs,7,4,1,1.30756,2.03586
bfs,7,4,2,43.2925,201.875
bfs,7,4,3,282.333,1355.59
bfs,7,4,4,1055.72,5202.39
bfs,7,4,5,85.4447,225.958
bfs,7,4,6,2.17198,3.25004
