alg,nTubes,tubeH,nColors,memMBMean,tmsMean
bfs,7,1,4,0.132,0.0210946
bfs,7,2,4,10.8303,14.5694
bfs,7,3,4,107.137,342.52
bfs,7,4,4,1055.72,5263.97
bfs,7,5,4,1923.16,10180.1
bfs,7,6,4,3864.49,22700.2
