alg,nTubes,tubeH,nColors,memMBMean,tmsMean
dfs-greedy-admissible,5,1,3,0.132,0.0097128
dfs-greedy-admissible,5,2,3,0.132,0.0417533
dfs-greedy-admissible,5,3,3,0.209537,0.0806226
dfs-greedy-admissible,5,4,3,0.264,0.117472
dfs-greedy-admissible,5,5,3,0.264,0.13871
dfs-greedy-admissible,5,6,3,0.264,0.181
