alg,nTubes,tubeH,nColors,memMBMean,tmsMean
astar-admissible,6,1,3,0.132,0.0147261
astar-admissible,6,2,3,0.47972,0.243457
astar-admissible,6,3,3,0.628611,0.522912
astar-admissible,6,4,3,1.53515,1.95472
astar-admissible,6,5,3,1.28891,1.54963
