alg,nTubes,tubeH,nColors,memMBMean,tmsMean
greedy-admissible,3,1,2,0.132,0.0132164
greedy-admissible,3,2,2,0.132,0.0244391
greedy-admissible,3,3,2,0.132,0.0384814
greedy-admissible,3,4,2,0.132,0.066502
greedy-admissible,3,5,2,0.209537,0.0920863
greedy-admissible,3,6,2,0.264,0.124861
