alg,nTubes,tubeH,nColors,memMBMean,tmsMean
dfs-greedy-admissible,6,1,3,0.132,0.00880646
dfs-greedy-admissible,6,2,3,0.132,0.0540882
dfs-greedy-admissible,6,3,3,0.209537,0.089379
dfs-greedy-admissible,6,4,3,0.264,0.172698
dfs-greedy-admissible,6,5,3,0.264,0.181214
dfs-greedy-admissible,6,6,3,0.264,0.242205
