alg,nTubes,tubeH,nColors,memMBMean,tmsMean
bfs,5,1,3,0.132,0.0172836
bfs,5,2,3,0.696647,0.681996
bfs,5,3,3,1.78552,2.48116
bfs,5,4,3,4.23971,8.8256
bfs,5,5,3,7.88514,19.4082
bfs,5,6,3,12.2214,37.0563
