alg,nTubes,tubeH,nColors,memMBMean,tmsMean
bfs,6,1,3,0.132,0.00853229
bfs,6,2,3,1.38375,1.21177
bfs,6,3,3,4.98287,9.84775
bfs,6,4,3,41.592,156.642
bfs,6,5,3,44.2768,151.738
