alg,nTubes,tubeH,nColors,memMBMean,tmsMean
astar-nonadmissible,2,1,1,0.132,0.013837
astar-nonadmissible,2,2,1,0.132,0.0244841
astar-nonadmissible,2,3,1,0.132,0.0159059
astar-nonadmissible,2,4,1,0.132,0.0277462
astar-nonadmissible,2,5,1,0.132,0.0365464
astar-nonadmissible,2,6,1,0.132,0.0492992
